ID,Trip_Order,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
'19041,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",405.0,2023-08-01 09:40:23,2023-08-01 09:44:38,4.25
'19161,"('Lake_macdonald_lodge',)",120.0,2023-08-01 07:27:37,2023-08-01 07:29:37,2.0
'19181,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",780.0,2023-08-01 08:06:02,2023-08-01 15:36:47,450.75
'19241,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",11331.0,2023-08-01 13:33:11,2023-08-01 16:36:17,183.1
'19311,"('Lake_macdonald_lodge',)",120.0,2023-08-01 18:15:27,2023-08-01 18:17:27,2.0
'19331,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",465.0,2023-08-01 10:56:33,2023-08-01 18:17:47,441.23333333333335
'19521,"('Lake_macdonald_lodge',)",135.0,2023-08-01 14:32:05,2023-08-01 14:34:20,2.25
'19541,"('Lake_macdonald_lodge',)",180.0,2023-08-01 08:32:38,2023-08-01 08:35:38,3.0
'20041,"('Lake_macdonald_lodge',)",210.0,2023-08-02 15:19:51,2023-08-02 15:23:21,3.5
'20071,"('Lake_macdonald_lodge',)",5970.0,2023-08-02 14:57:47,2023-08-02 20:33:29,335.7
'20161,"('Lake_macdonald_lodge',)",540.0,2023-08-02 17:40:50,2023-08-02 17:50:20,9.5
'20181,"('Lake_macdonald_lodge',)",12045.0,2023-08-02 13:02:38,2023-08-02 19:24:53,382.25
'20291,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",5183.0,2023-08-02 17:26:16,2023-08-02 20:08:18,162.03333333333333
'21081,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",915.0,2023-08-03 09:49:34,2023-08-03 12:59:15,189.68333333333334
'21141,"('Lake_macdonald_lodge',)",150.0,2023-08-03 13:11:01,2023-08-03 13:13:31,2.5
'21191,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",495.0,2023-08-03 08:26:39,2023-08-03 16:05:24,458.75
'21231,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",10245.0,2023-08-03 08:59:05,2023-08-03 16:05:14,426.15
'21341,"('Lake_macdonald_lodge',)",345.0,2023-08-03 08:59:10,2023-08-03 15:49:10,410.0
'21351,"('Lake_macdonald_lodge',)",120.0,2023-08-03 13:14:57,2023-08-03 13:16:57,2.0
'21381,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",960.0,2023-08-03 09:24:40,2023-08-03 14:55:48,331.1333333333333
'21501,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",390.0,2023-08-03 12:54:57,2023-08-03 12:59:12,4.25
'21521,"('Lake_macdonald_lodge',)",210.0,2023-08-03 16:01:51,2023-08-03 16:05:21,3.5
'23011,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",435.0,2023-08-06 15:02:03,2023-08-06 15:06:33,4.5
'23041,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",510.0,2023-08-06 08:57:27,2023-08-06 15:06:06,368.65
'23071,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",705.0,2023-08-06 08:49:09,2023-08-06 15:06:09,377.0
'23101,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",735.0,2023-08-06 09:36:37,2023-08-06 13:48:33,251.93333333333334
'23141,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",2400.0,2023-08-06 09:58:47,2023-08-06 16:46:32,407.75
'23171,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",4813.0,2023-08-06 09:58:35,2023-08-06 17:54:51,476.26666666666665
'23201,"('Lake_macdonald_lodge',)",300.0,2023-08-06 08:57:20,2023-08-06 15:56:20,419.0
'23291,"('Lake_macdonald_lodge',)",180.0,2023-08-06 15:42:34,2023-08-06 15:45:34,3.0
'23341,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",570.0,2023-08-06 16:41:08,2023-08-06 16:46:23,5.25
'23441,"('Lake_macdonald_lodge',)",195.0,2023-08-06 13:28:05,2023-08-06 13:31:20,3.25
'23521,"('Lake_macdonald_lodge',)",5260.0,2023-08-06 15:29:13,2023-08-06 16:56:53,87.66666666666667
'23541,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",495.0,2023-08-06 08:16:16,2023-08-06 15:32:20,436.06666666666666
'24171,"('Lake_macdonald_lodge',)",315.0,2023-08-07 13:30:24,2023-08-07 13:35:39,5.25
'24231,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",420.0,2023-08-07 09:59:51,2023-08-07 10:04:36,4.75
'24321,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",390.0,2023-08-07 10:00:04,2023-08-07 10:04:04,4.0
'24341,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",6046.0,2023-08-07 10:24:48,2023-08-07 16:30:04,365.26666666666665
'24441,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",870.0,2023-08-07 09:35:06,2023-08-07 17:03:38,448.53333333333336
'24481,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",1065.0,2023-08-07 09:35:12,2023-08-07 17:39:03,483.85
'25071,"('Lake_macdonald_lodge',)",5940.0,2023-08-08 12:06:09,2023-08-08 13:45:09,99.0
'25141,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",7479.0,2023-08-08 13:53:53,2023-08-08 15:48:10,114.28333333333333
'25161,"('Lake_macdonald_lodge',)",3583.0,2023-08-08 13:23:19,2023-08-08 15:27:00,123.68333333333334
'25201,"('Lake_macdonald_lodge',)",120.0,2023-08-08 11:16:44,2023-08-08 11:18:44,2.0
'25241,"('Lake_macdonald_lodge',)",1035.0,2023-08-08 17:25:06,2023-08-08 17:42:21,17.25
'25291,"('Lake_macdonald_lodge',)",390.0,2023-08-08 10:44:23,2023-08-08 10:50:53,6.5
'25311,"('Lake_macdonald_lodge',)",7886.0,2023-08-08 12:03:23,2023-08-08 15:34:33,211.16666666666666
'25321,"('Lake_macdonald_lodge',)",4338.0,2023-08-08 11:28:21,2023-08-08 13:57:39,149.3
'25421,"('Lake_macdonald_lodge',)",555.0,2023-08-08 11:16:47,2023-08-08 11:26:02,9.25
'25431,"('Lake_macdonald_lodge',)",2985.0,2023-08-08 13:45:34,2023-08-08 14:59:04,73.5
'27341,"('Lake_macdonald_lodge',)",750.0,2023-08-08 12:55:53,2023-08-08 13:08:23,12.5
